Drug,SMILES,Groups
"Phenylmercuric nitrate",[O-][N+](=O)O[Hg]C1=CC=CC=C1,Experimental
"Iopydol",OCC(O)CN1C=C(I)C(=O)C(I)=C1,Experimental
"Levoverbenone",[H][C@]12C[C@]([H])(C(=O)C=C1C)C2(C)C,Experimental
"Mercurochrome",O[Hg]C1=C2OC3=CC(=O)C(Br)=CC3=C(C2=CC(Br)=C1O[Na])C1=CC=CC=C1C(=O)O[Na],Experimental
"Emetine",[H][C@]1(C[C@@]2([H])C[C@]3([H])N(CCC4=CC(OC)=C(OC)C=C34)C[C@]2([H])CC)NCCC2=CC(OC)=C(OC)C=C12,Experimental
"Adrenalone",CNCC(=O)C1=CC(O)=C(O)C=C1,Experimental
"Eprozinol",COC(CN1CCN(CCC(O)C2=CC=CC=C2)CC1)C1=CC=CC=C1,Experimental
"Neocitrullamon",NC(CCCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(O)=O,Experimental
"Prenoxdiazine",C(CC1=NC(CC(C2=CC=CC=C2)C2=CC=CC=C2)=NO1)N1CCCCC1,Experimental
"Oxyfedrine",COC1=CC(=CC=C1)C(=O)CCN[C@@H](C)[C@H](O)C1=CC=CC=C1,Experimental
"Terguride",[H][C@]1(CN(C)[C@]2([H])CC3=CNC4=CC=CC(=C34)[C@@]2([H])C1)N=C(O)N(CC)CC,Experimental
"Linsidomine",[NH-]C1=C[N+](=NO1)N1CCOCC1,Experimental
"Metildigoxin",[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@]([H])(CC[C@]4(C)[C@@]3([H])C[C@@]([H])(O)[C@]12C)O[C@@]1([H])C[C@]([H])(O)[C@]([H])(O[C@@]2([H])C[C@]([H])(O)[C@]([H])(O[C@@]3([H])C[C@]([H])(O)[C@]([H])(OC)[C@@]([H])(C)O3)[C@@]([H])(C)O2)[C@@]([H])(C)O1)C1=CC(=O)OC1,Experimental
"Acetylglycinamide chloral hydrate",OC(O)C(Cl)(Cl)Cl.CC(=O)NCC(O)=O,Experimental
"Oxypertine",COC1=C(OC)C=C2C(NC(C)=C2CCN2CCN(CC2)C2=CC=CC=C2)=C1,Experimental
"Edetate sodium",[Na+].[Na+].[Na+].[Na+].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,Experimental
"Mefruside",CN(CC1(C)CCCO1)S(=O)(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,Experimental
"Carbutamide",CCCCN=C(O)NS(=O)(=O)C1=CC=C(N)C=C1,Experimental
"Nifenazone",CN1N(C(=O)C(NC(=O)C2=CC=CN=C2)=C1C)C1=CC=CC=C1,Experimental
"Methylpropylpropanediol dinitrate",CCCC(C)(CO[N+]([O-])=O)CO[N+]([O-])=O,Experimental
"Rokitamycin",CCCC(=O)O[C@H]1[C@H](C)O[C@H](C[C@@]1(C)OC(=O)CC)O[C@@H]1[C@@H](C)O[C@@H](O[C@H]2[C@@H](CC=O)C[C@@H](C)[C@@H](O)\C=C\C=C\C[C@@H](C)OC(=O)C[C@@H](O)[C@@H]2OC)[C@H](O)[C@H]1N(C)C,Experimental
"Guanoxabenz",ONC(=N)N\N=C\C1=C(Cl)C=CC=C1Cl,Experimental
"Lofepramine",CN(CCCN1C2=CC=CC=C2CCC2=CC=CC=C12)CC(=O)C1=CC=C(Cl)C=C1,Experimental
"Pirisudanol",CN(C)CCOC(=O)CCC(=O)OCC1=C(CO)C(O)=C(C)N=C1,Experimental
"Phenglutarimide",CCN(CC)CCC1(CCC(=O)NC1=O)C1=CC=CC=C1,Experimental
"Fenyramidol",OC(CNC1=CC=CC=N1)C1=CC=CC=C1,Experimental
"Pentetrazol",C1CCN2N=NN=C2CC1,Experimental
"Sulbutiamine",CC(C)C(=O)OCC\C(SS\C(CCOC(=O)C(C)C)=C(/C)N(CC1=C(N)N=C(C)N=C1)C=O)=C(\C)N(CC1=C(N)N=C(C)N=C1)C=O,Experimental
"Morinamide",O=C(NCN1CCOCC1)C1=NC=CN=C1,Experimental
"Moxestrol",CO[C@H]1C[C@@]2(C)[C@@H](CC[C@@]2(O)C#C)[C@@H]2CCC3=CC(O)=CC=C3[C@@H]12,Experimental
"Troxipide",COC1=CC(=CC(OC)=C1OC)C(=O)NC1CCCNC1,Experimental
"Thiazinam",CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)[N+](C)(C)C,Experimental
"Nicofuranose",[H][C@]1(COC(=O)C2=CN=CC=C2)O[C@](O)(COC(=O)C2=CN=CC=C2)[C@@]([H])(OC(=O)C2=CN=CC=C2)[C@]1([H])OC(=O)C1=CN=CC=C1,Experimental
"Ferric hydroxide",[OH-].[OH-].[OH-].[Fe+3],Experimental
"Clofenotane",ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,Experimental
"Flutrimazole",FC1=CC=C(C=C1)C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1F,Experimental
"Gold Au-198",[198Au],Experimental
"Iobenzamic acid",NC1=C(I)C=C(I)C(C(=O)N(CCC(O)=O)C2=CC=CC=C2)=C1I,Experimental
"Tolonidine",CC1=CC=C(NC2=NCCN2)C(Cl)=C1,Experimental
"Mebutizide",CCC(C)C(C)C1NC2=CC(Cl)=C(C=C2S(=O)(=O)N1)S(N)(=O)=O,Experimental
"Proglumide",CCCN(CCC)C(=O)C(CCC(O)=O)NC(=O)C1=CC=CC=C1,Experimental
"Lonazolac",OC(=O)CC1=CN(N=C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1,Experimental
"Simfibrate",CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OCCCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,Experimental
"Fenticonazole",ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CC=C(SC2=CC=CC=C2)C=C1,Experimental
"Endralazine",N\N=C1/NN=C2CCN(CC2=C1)C(=O)C1=CC=CC=C1,Experimental
"Droxypropine",CCC(=O)C1(CCN(CCOCCO)CC1)C1=CC=CC=C1,Experimental
"Medazepam",CN1CCN=C(C2=CC=CC=C2)C2=C1C=CC(Cl)=C2,Experimental
"Prolintane",CCCC(CC1=CC=CC=C1)N1CCCC1,Experimental
"Fenpiprane",C(CN1CCCCC1)C(C1=CC=CC=C1)C1=CC=CC=C1,Experimental
"Niceritrol",O=C(OCC(COC(=O)C1=CN=CC=C1)(COC(=O)C1=CN=CC=C1)COC(=O)C1=CN=CC=C1)C1=CN=CC=C1,Experimental
"Citiolone",CC(O)=NC1CCSC1=O,Experimental
"Esatenolol",CC(C)NC[C@H](O)COC1=CC=C(CC(N)=O)C=C1,Experimental
"Ioxitalamic acid",CC(O)=NC1=C(I)C(C(O)=NCCO)=C(I)C(C(O)=O)=C1I,Approved;Experimental
"Nepinalone",CC1(CCN2CCCCC2)C(=O)CCC2=CC=CC=C12,Experimental
"Mazaticol",CN1[C@@H]2CCC(C)(C)[C@@H]1C[C@@H](C2)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,Experimental
"Proxyphylline",CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,Experimental
"Tioclomarol",OC(CC(C1=CC=C(Cl)S1)C1=C(O)C2=CC=CC=C2OC1=O)C1=CC=C(Cl)C=C1,Experimental
"Cadralazine",CCOC(O)=NNC1=NN=C(C=C1)N(CC)CC(C)O,Experimental
"Xenon",[Xe],Experimental
"Nicomorphine",[H][C@@]12OC3=C(OC(=O)C4=CN=CC=C4)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@]2([H])OC(=O)C1=CN=CC=C1,Experimental
"Phenibut",NCC(CC(O)=O)C1=CC=CC=C1,Experimental
"Midecamycin",[H][C@@]1(C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O1)O[C@@H]1[C@@H](C)O[C@@]([H])(O[C@H]2[C@@H](CC=O)C[C@@H](C)[C@@H](O)\C=C\C=C\C[C@@H](C)OC(=O)C[C@@]([H])(OC(=O)CC)[C@@H]2OC)[C@H](O)[C@H]1N(C)C,Experimental
"Oxaflozane",CC(C)N1CCOC(C1)C1=CC=CC(=C1)C(F)(F)F,Experimental
"Thebacon",COC1=CC=C2C[C@@H]3[C@@H]4CC=C(OC(C)=O)[C@@H]5OC1=C2[C@]45CCN3C,Experimental
"Pecilocin",CCCC[C@@H](O)\C=C(/C)\C=C\C=C\C(=O)N1CCCC1=O,Experimental
"Ronifibrate",CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OCCCOC(=O)C1=CN=CC=C1,Experimental
"Cefcapene",CC\C=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1,Experimental
"Bephenium",C[N+](C)(CCOC1=CC=CC=C1)CC1=CC=CC=C1,Experimental
"Oxetorone",CN(C)CCC=C1C2=C(COC3=CC=CC=C13)C1=CC=CC=C1O2,Experimental
"Ornipressin",NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,Experimental
"Ciclobendazole",COC(O)=NC1=NC2=C(N1)C=C(C=C2)C(=O)C1CC1,Experimental
"Deptropine",CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC1C2=CC=CC=C2CCC2=C1C=CC=C2,Experimental
"Lanatoside C",[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@]([H])(CC[C@]4(C)[C@@]3([H])C[C@@]([H])(O)[C@]12C)O[C@@]1([H])C[C@]([H])(O)[C@]([H])(O[C@@]2([H])C[C@]([H])(O)[C@]([H])(O[C@@]3([H])C[C@]([H])(OC(C)=O)[C@]([H])(O[C@]4([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]4([H])O)[C@@]([H])(C)O3)[C@@]([H])(C)O2)[C@@]([H])(C)O1)C1=CC(=O)OC1,Experimental
"Etybenzatropine",CCN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(C1=CC=CC=C1)C1=CC=CC=C1,Experimental
"Phanquinone",O=C1C(=O)C2=C(C=CC=N2)C2=C1N=CC=C2,Experimental
"Cefodizime",[H][C@]12SCC(CSC3=NC(C)=C(CC(O)=O)S3)=C(N1C(=O)[C@@]2([H])N=C(O)C(=N/OC)\C1=CSC(=N)N1)C(O)=O,Experimental
"Nalfurafine",CN([C@@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CC2)[C@H]1O5)C(=O)\C=C\C1=COC=C1,Experimental;Investigational
"Cyclofenil",CC(=O)OC1=CC=C(C=C1)C(=C1CCCCC1)C1=CC=C(OC(C)=O)C=C1,Experimental
"Antimony pentasulfide",[S--].[S--].[S--].[S--].[S--].[Sb+5].[Sb+5],Experimental
"Tipepidine",CN1CCCC(C1)=C(C1=CC=CS1)C1=CC=CS1,Experimental
"Furazidin",[O-][N+](=O)C1=CC=C(O1)\C=C\C=N\N1CC(=O)NC1=O,Experimental
"Diisopromine",CC(C)N(CCC(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,Experimental
"Meptazinol",CCC1(CCCCN(C)C1)C1=CC(O)=CC=C1,Experimental
"Histapyrrodine",C(CN1CCCC1)N(CC1=CC=CC=C1)C1=CC=CC=C1,Experimental
"Tenidap",NC(=O)N1C(=O)\C(=C(/O)C2=CC=CS2)C2=CC(Cl)=CC=C12,Experimental
"Dimefline",COC1=CC=C2C(=O)C(C)=C(OC2=C1CN(C)C)C1=CC=CC=C1,Experimental
"Etamsylate",CCNCC.OC1=CC(=C(O)C=C1)S(O)(=O)=O,Experimental
"Quinbolone",C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2OC1=CCCC1,Experimental
"Sulfametomidine",COC1=NC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,Experimental
"Magnesium peroxide",[Mg++].[O-][O-],Experimental
"Iodine (131I) norcholesterol",CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](C[131I])C4=C(CC[C@H](O)C4)[C@H]3CC[C@]12C,Experimental
"Bencyclane",CN(C)CCCOC1(CC2=CC=CC=C2)CCCCCC1,Experimental
"Bamipine",CN1CCC(CC1)N(CC1=CC=CC=C1)C1=CC=CC=C1,Experimental
"Hidrosmin",COC1=CC=C(C=C1O)C1=CC(=O)C2=C(OCCO)C=C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1,Experimental
"Fluperolone",C[C@H](O)C(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,Experimental
"Cyclobutyrol",CCC(C(O)=O)C1(O)CCCCC1,Experimental
"Dimetofrine",CNCC(O)C1=CC(OC)=C(O)C(OC)=C1,Experimental
"Paraoxon",CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O,Experimental
"Iprindole",CN(C)CCCN1C2=C(CCCCCC2)C2=CC=CC=C12,Experimental
"Valethamate",CCC(C)C(C(=O)OCC[N+](C)(CC)CC)C1=CC=CC=C1,Experimental
"Cefsulodin",NC(=O)C1=CC=[N+](CC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@@H](C2=CC=CC=C2)S(O)(=O)=O)C3=O)C([O-])=O)C=C1,Experimental
"Otilonium",CCCCCCCCOC1=CC=CC=C1C(=O)NC1=CC=C(C=C1)C(=O)OCC[N+](C)(CC)CC,Experimental;Investigational
"Budipine",CC(C)(C)N1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1,Experimental
"Cefetamet",[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,Experimental
"Emepronium",CC[N+](C)(C)C(C)CC(C1=CC=CC=C1)C1=CC=CC=C1,Experimental
"Carfecillin",CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)OC3=CC=CC=C3)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O,Experimental
"Poldine",C[N+]1(C)CCCC1COC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Experimental
"Cloranolol",CC(C)(C)NCC(O)COC1=CC(Cl)=CC=C1Cl,Experimental
"Aloxiprin",[O--].[O--].[O--].[Al+3].[Al+3].CC(=O)OC1=CC=CC=C1C(O)=O,Experimental
"Buflomedil",COC1=CC(OC)=C(C(=O)CCCN2CCCC2)C(OC)=C1,Experimental
"Clebopride",COC1=CC(N)=C(Cl)C=C1C(=O)NC1CCN(CC2=CC=CC=C2)CC1,Experimental
"Clefamide",OCCN(CC1=CC=C(OC2=CC=C(C=C2)N(=O)=O)C=C1)C(=O)C(Cl)Cl,Experimental
"Tribromometacresol",CC1=C(Br)C=C(Br)C(O)=C1Br,Experimental
"Pranoprofen",CC(C(O)=O)C1=CC2=C(OC3=C(C2)C=CC=N3)C=C1,Experimental;Investigational
"Levomethadone",CCC(=O)C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,Experimental
"Clodantoin",CCCCC(CC)C1NC(=O)N(SC(Cl)(Cl)Cl)C1=O,Experimental
"Angiotensinamide",CC(C)[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,Experimental
"Alginic acid",OC1C(O)C(OC2C(O)C(O)C(OP)OC2C(O)=O)OC(C1P)C(O)=O,Approved;Investigational
"Cerium oxalate",[Ce+3].[Ce+3].[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O,Experimental
"Metergoline",[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@@]1([H])C[C@@H](CNC(=O)OCC1=CC=CC=C1)CN2C,Approved
"Mebicar",CN1[C@H]2[C@@H](N(C)C1=O)N(C)C(=O)N2C,Experimental
"Veralipride",COC1=CC(=CC(C(=O)NCC2CCCN2CC=C)=C1OC)S(N)(=O)=O,Experimental
"Propyphenazone",CC(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,Experimental
"Pentaerithrityl",OCC(CO)(CO)CO,Experimental
"Proglumetacin",CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)CC2=C(C)N(C(=O)C3=CC=C(Cl)C=C3)C3=C2C=C(OC)C=C3)CC1)NC(=O)C1=CC=CC=C1,Experimental
"Chlormadinone",[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(Cl)C2=CC(=O)CC[C@]12C,Experimental
"Dobesilic acid",OC1=CC(=C(O)C=C1)S(O)(=O)=O,Experimental;Investigational
"Mepindolol",CC(C)NCC(O)COC1=CC=CC2=C1C=C(C)N2,Experimental
"Nicofetamide",O=C(NC(CC1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CN=C1,Experimental
"Cyclopenthiazide",NS(=O)(=O)C1=CC2=C(NC(CC3CCCC3)NS2(=O)=O)C=C1Cl,Approved
"Methylestrenolone",C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,Experimental
"Gedocarnil",COCC1=C(N=CC2=C1C1=C(N2)C=CC=C1OC1=CC=C(Cl)C=C1)C(=O)OC(C)C,Experimental
"Broxyquinoline",OC1=C2N=CC=CC2=C(Br)C=C1Br,Experimental
"Gitoformate",C[C@H]1O[C@H](C[C@H](OC=O)[C@@H]1OC=O)O[C@@H]1[C@@H](C)O[C@H](C[C@@H]1OC=O)O[C@@H]1[C@@H](C)O[C@H](C[C@@H]1OC=O)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@H]([C@H](C[C@]32O)OC=O)C2=CC(=O)OC2)C1,Experimental
"Guacetisal",COC1=CC=CC=C1OC(=O)C1=CC=CC=C1OC(C)=O,Experimental
"Iodoxamic acid",OC(=O)C1=C(I)C(NC(=O)CCOCCOCCOCCOCCC(=O)NC2=C(I)C(C(O)=O)=C(I)C=C2I)=C(I)C=C1I,Experimental
"Isepamicin",[H][C@]1(O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@@]3([H])O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)NC(=O)[C@@H](O)CN)OC[C@](C)(O)[C@H](NC)[C@H]1O,Experimental
"Iprazochrome",CC(C)N1CC(O)C2=C\C(=N\NC(N)=O)C(=O)C=C12,Experimental
"Bevonium",C[N+]1(C)CCCCC1COC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Experimental
"Mitobronitol",[H][C@@](O)(CBr)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CBr,Experimental
"Ethenzamide",CCOC1=C(C=CC=C1)C(N)=O,Experimental
"Isobromindione",BrC1=CC=C2C(=O)C(C(=O)C2=C1)C1=CC=CC=C1,Experimental
"Nizofenone",CCN(CC)CC1=NC=CN1C1=C(C=C(C=C1)N(=O)=O)C(=O)C1=CC=CC=C1Cl,Experimental
"Sulfatolamide",NCC1=CC=C(C=C1)S(N)(=O)=O.NC(=S)NS(=O)(=O)C1=CC=C(N)C=C1,Experimental
"Dibrompropamidine",NC(=N)C1=CC=C(OCCCOC2=CC=C(C=C2Br)C(N)=N)C(Br)=C1,Experimental
"4-dimethylaminophenol",CN(C)C1=CC=C(O)C=C1,Experimental
"Bifemelane",CNCCCCOC1=CC=CC=C1CC1=CC=CC=C1,Experimental
"Cinchophen",OC(=O)C1=CC(=NC2=CC=CC=C12)C1=CC=CC=C1,Experimental
"Trifluperidol",OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC(=CC=C1)C(F)(F)F,Experimental
"Carumonam",NC(=O)OC[C@@H]1[C@H](NC(=O)C(=N/OCC(O)=O)\C2=CSC(N)=N2)C(=O)N1S(O)(=O)=O,Experimental
"Moperone",CC1=CC=C(C=C1)C1(O)CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,Experimental
"Prajmaline",CCC[N@@+]12[C@H]3C[C@]45[C@H](O)[C@H]3[C@@H](C[C@H]1[C@@H]4N(C)C1=C5C=CC=C1)[C@H](CC)[C@H]2O,Experimental
"Sulfamazone",COC1=CC=C(NS(=O)(=O)C2=CC=C(NC(C3=C(C)N(C)N(C3=O)C3=CC=CC=C3)S(O)(=O)=O)C=C2)N=N1,Experimental
"Thiopropazate",CC(=O)OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,Experimental
"Morclofone",COC1=CC(=CC(OC)=C1OCCN1CCOCC1)C(=O)C1=CC=C(Cl)C=C1,Experimental
"Rimiterol",O[C@@H]([C@@H]1CCCCN1)C1=CC(O)=C(O)C=C1,Experimental
"Clobenzorex",C[C@@H](CC1=CC=CC=C1)NCC1=CC=CC=C1Cl,Experimental
"Norgestrienone",[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],Experimental
"Zipeprol",COC(CN1CCN(CC(O)C(OC)C2=CC=CC=C2)CC1)C1=CC=CC=C1,Experimental
"Benzoxonium",CCCCCCCCCCCC[N+](CCO)(CCO)CC1=CC=CC=C1,Experimental
"Sequifenadine",CC1=CC=CC=C1C(O)(C1CN2CCC1CC2)C1=CC=CC=C1C,Experimental
"Desaspidin",CCCC(=O)C1=C(O)C=C(OC)C(CC2=C(O)C(C)(C)C(O)=C(C(=O)CCC)C2=O)=C1O,Experimental
"Diodone",OCCNCCO.OC(=O)CN1C=C(I)C(=O)C(I)=C1,Experimental
"Ferrous chloride",[Cl-].[Cl-].[Fe++],Experimental
"Pentamycin",CCCCC[C@@H](O)[C@@H]1[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)[C@@H](O)[C@H](O)\C(C)=C\C=C\C=C\C=C\C=C\[C@H](O)[C@@H](C)OC1=O,Experimental
"Emylcamate",CCC(C)(CC)OC(N)=O,Experimental
"Acefylline",CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O,Experimental
"Heptaminol",CC(N)CCCC(C)(C)O,Experimental
"Bietaserpine",CCN(CC)CCN1C2=CC(OC)=CC=C2C2=C1[C@H]1C[C@H]3[C@H](C[C@@H](OC(=O)C4=CC(OC)=C(OC)C(OC)=C4)[C@H](OC)[C@H]3C(=O)OC)CN1CC2,Experimental
"Aluminium nicotinate",[Al+3].[O-]C(=O)C1=CN=CC=C1.[O-]C(=O)C1=CN=CC=C1.[O-]C(=O)C1=CN=CC=C1,Experimental
"Allobarbital",C=CCC1(CC=C)C(=O)NC(=O)NC1=O,Experimental
"Metabutethamine",CC(C)CNCCOC(=O)C1=CC=CC(N)=C1,Experimental
"Mepixanox",COC1=CC=C2C(=O)C3=CC=CC=C3OC2=C1CN1CCCCC1,Experimental
"Succinylsulfathiazole",OC(=O)CCC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,Experimental
"Rociverine",CCN(CC)CC(C)OC(=O)[C@H]1CCCC[C@]1(O)C1CCCCC1,Experimental
"Ferric (59Fe) citrate",[59Fe+3].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,Experimental
"Mephenesin",CC1=CC=CC=C1OCC(O)CO,Approved
"Gallamine",CCN(CC)CCOC1=CC=CC(OCCN(CC)CC)=C1OCCN(CC)CC,Experimental
"Aminoethyl nitrate",NCCO[N+]([O-])=O,Experimental
"Metandienone",[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Experimental
"Mesterolone",[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)C[C@H](C)[C@]12C,Experimental
"Naftidrofuryl",CCN(CC)CCOC(=O)C(CC1CCCO1)CC1=C2C=CC=CC2=CC=C1,Experimental
"Calcium pangamate",[Ca++].CN(C)CC(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.CN(C)CC(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O,Experimental
"Metopimazine",CS(=O)(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCC(CC3)C(N)=O)C2=C1,Experimental
"Etamiphylline",CCN(CC)CCN1C=NC2=C1C(=O)N(C)C(=O)N2C,Experimental
"Zolimidine",CS(=O)(=O)C1=CC=C(C=C1)C1=CN2C=CC=CC2=N1,Experimental
"Almasilate",O.[Mg++].[Al+3].[Al+3].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-],Approved;Experimental
"Oxycinchophen",OC(=O)C1=C(O)C(=NC2=CC=CC=C12)C1=CC=CC=C1,Experimental
"Moroxydine",NC(=N)NC(=N)N1CCOCC1,Experimental
"Diethyl ether",CCOCC,Experimental
"Difetarsone",O[As](O)(=O)C1=CC=C(NCCNC2=CC=C(C=C2)[As](O)(O)=O)C=C1,Experimental
"Deltamethrin",[H][C@@](OC(=O)[C@]1([H])[C@]([H])(C=C(Br)Br)C1(C)C)(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,Experimental
"Oxiracetam",NC(=O)CN1CC(O)CC1=O,Experimental
"Promegestone",CCC(=O)[C@@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3CC[C@]12C,Experimental
"Pyrrolnitrin",[O-][N+](=O)C1=C(Cl)C=CC=C1C1=CNC=C1Cl,Experimental
"Guanazodine",NC(=N)NCC1CCCCCCN1,Experimental
"Phenoperidine",CCOC(=O)C1(CCN(CCC(O)C2=CC=CC=C2)CC1)C1=CC=CC=C1,Experimental
"Phenazocine",C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CCC1=CC=CC=C1,Experimental
"Picloxydine",ClC1=CC=C(NC(=N)NC(=N)N2CCN(CC2)C(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,Experimental
"Tiocarlide",CC(C)CCOC1=CC=C(NC(=S)NC2=CC=C(OCCC(C)C)C=C2)C=C1,Experimental
"Umifenovir",CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12,Experimental;Investigational
"Flumedroxone",CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@@H](C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(F)(F)F,Experimental
"Chlormidazole",CC1=NC2=CC=CC=C2N1CC1=CC=C(Cl)C=C1,Experimental
"Carbaspirin calcium",[Ca++].NC(N)=O.CC(=O)OC1=CC=CC=C1C([O-])=O.CC(=O)OC1=CC=CC=C1C([O-])=O,Experimental;Investigational
"Ticlatone",ClC1=CC2=C(C=C1)C(=O)NS2,Experimental
"Metizoline",CC1=C(CC2=NCCN2)C2=CC=CC=C2S1,Experimental
