Drug,SMILES,Groups
"Sodium fluoride",[F-].[Na+],Approved
"Ammonia N-13",[13NH3],Approved
"Tegafur-uracil",O=C1NC=CC(=O)N1.FC1=CN(C2CCCO2)C(=O)NC1=O,Approved;Investigational
"Osimertinib",COC1=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C,Approved
"Kappadione",[Na+].[Na+].[Na+].[Na+].CC1=C(OP([O-])([O-])=O)C2=CC=CC=C2C(OP([O-])([O-])=O)=C1,Approved
"Iopodic acid",CN(C)C=NC1=C(I)C=C(I)C(CCC(O)=O)=C1I,Approved;Investigational;Withdrawn
"Alatrofloxacin",[H][C@@]12CN(C[C@]1([H])[C@H]2NC(=O)[C@H](C)NC(=O)[C@H](C)N)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1F)C(O)=O,Approved;Withdrawn
"Tyropanoic acid",CCCC(=O)NC1=C(I)C=C(I)C(CC(CC)C(O)=O)=C1I,Approved
"Propoxycaine",CCCOC1=CC(N)=CC=C1C(=O)OCCN(CC)CC,Approved
"Tipiracil",ClC1=C(CN2CCCC2=N)NC(=O)NC1=O,Approved;Investigational
"Pramocaine",CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1,Approved
"Metrizoic acid",CN(C(C)=O)C1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,Approved
"Propiolactone",O=C1CCO1,Approved;Withdrawn
"Piperonyl butoxide",CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC,Approved;VetApproved
"Levobetaxolol",CC(C)NC[C@H](O)COC1=CC=C(CCOCC2CC2)C=C1,Approved;Investigational
"Hydroxyamphetamine",CC(N)CC1=CC=C(O)C=C1,Approved
"Octasulfur",S1SSSSSSS1,Approved
"Sulfabenzamide",NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C1=CC=CC=C1,Approved
"Dexpanthenol",CC(C)(CO)[C@@H](O)C(=O)NCCCO,Approved
"Procaine merethoxylline",O.[Hg+].CCN(CC)CCOC(=O)C1=CC=C(N)C=C1.[CH2]C(CN=C(O)C1=CC=CC=C1OCC([O-])=O)OCCOC,Approved
"Propyliodone",CCCOC(=O)CN1C=C(I)C(=O)C(I)=C1,Approved
"Norethynodrel",[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])CC(=O)CC3,Approved
"Tannic acid",OC1=CC(=CC(O)=C1O)C(=O)OC1=C(O)C(O)=CC(=C1)C(=O)OC[C@H]1OC(OC(=O)C2=CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C(O)C(O)=C2)[C@H](OC(=O)C2=CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C(O)C(O)=C2)[C@@H](OC(=O)C2=CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C(O)C(O)=C2)[C@@H]1OC(=O)C1=CC(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C(O)C(O)=C1,Approved
"Indocyanine green acid form",CC1(C)\C(=C\C=C\C=C\C=C\C2=[N+](CCCCS(O)(=O)=O)C3=C(C4=CC=CC=C4C=C3)C2(C)C)N(CCCCS(O)(=O)=O)C2=C1C1=CC=CC=C1C=C2,Approved;Investigational
"Lapyrium",CCCCCCCCCCCC(=O)OCCNC(=O)C[N+]1=CC=CC=C1,Approved
"Fluprednisolone",[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,Approved
"Sodium chromate Cr-51",[Na+].[Na+].[O-][51Cr]([O-])(=O)=O,Approved
"Meprednisone",[H][C@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3([H])C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,Approved;Investigational
"Cyanocobalamin Co-57",[C@@H]1(C2[N-]3C4=C(C5=[N]6C(C([C@@H]5CCC(N)=O)(C)C)=CC5=[N]7C(=C(C8=[N]([C@@]2([C@@]([C@@H]8CCC(N)=O)(C)CC(N)=O)C)[57Co+3]367([N]2=CN(C3=C2C=C(C(C)=C3)C)[C@H]2O[C@H](CO)[C@@H](OP([O-])(=O)O[C@H](C)CNC(=O)CC[C@]14C)[C@H]2O)[CH-]#N)C)[C@@]([C@@H]5CCC(N)=O)(C)CC(N)=O)C)CC(N)=O,Approved;Experimental
"Norgestrel",CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,Approved
"Phosphoric acid",OP(O)(O)=O,Approved
"Sodium acetate",[Na+].CC([O-])=O,Approved;Investigational
"Technetium Tc-99m sulfur colloid",[99Tc].S1SSSSSSS1,Approved;Investigational
"Fluoride ion F-18",[18F-],Approved
"Selenomethionine Se-75",C[75Se]CC[C@H](N)C(O)=O,Approved
"Isosorbide",[H][C@]1(O)CO[C@]2([H])[C@]([H])(O)CO[C@]12[H],Approved;Investigational
"Iocetamic acid",CC(CN(C(C)=O)C1=C(I)C=C(I)C(N)=C1I)C(O)=O,Approved
"Magnesium chloride",[Mg++].[Cl-].[Cl-],Approved
"Magnesium acetate tetrahydrate",O.O.O.O.[Mg++].CC([O-])=O.CC([O-])=O,Approved
"Monopotassium phosphate",[K+].OP(O)([O-])=O,Approved;Investigational;VetApproved
"Dipotassium phosphate",[K+].[K+].OP([O-])([O-])=O,Approved
"Potassium perchlorate",[K+].[O-][Cl](=O)(=O)=O,Approved;Investigational
"Xylose",OC[C@@H](O)[C@H](O)[C@@H](O)C=O,Approved
"Iodide I-123",[123I-],Approved
"Protirelin",[H][C@@](CC1=CN=CN1)(NC(=O)[C@]1([H])CCC(=O)N1)C(=O)N1CCC[C@@]1([H])C(N)=O,Approved;Investigational
"Indium In-111 pentetate",[111In+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)CC(O)=O,Approved
"Krypton Kr 81m",[81Kr],Approved
"Sodium phosphate, monobasic",[Na+].OP(O)([O-])=O,Approved
"Sodium carbonate",[Na+].[Na+].[O-]C([O-])=O,Approved
"Glycerin",OCC(O)CO,Approved;Investigational
"Sodium sulfate",[Na+].[Na+].[O-]S([O-])(=O)=O,Approved;VetApproved
"Indium In-111 oxyquinoline",[111In+3].[O-]C1=CC=CC2=C1N=CC=C2.[O-]C1=CC=CC2=C1N=CC=C2.[O-]C1=CC=CC2=C1N=CC=C2,Approved
"Enalaprilat",[H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@@]1([H])C(O)=O,Approved
"Rubidium Rb-82",[82Rb+],Approved;Investigational
"Iofetamine I-123",CC(C)NC(C)CC1=CC=C([123I])C=C1,Approved
"Magnesium carbonate",[Mg++].[O-]C([O-])=O,Approved;Investigational
"Potassium lactate",[K+].CC(O)C([O-])=O,Approved
"Sodium fluorophosphate",[Na+].[Na+].[O-]P([O-])(F)=O,Approved
"Iotrolan",CN(C(=O)CC(=O)N(C)C1=C(I)C(C(=O)NC(CO)C(O)CO)=C(I)C(C(=O)NC(CO)C(O)CO)=C1I)C1=C(I)C(C(=O)NC(CO)C(O)CO)=C(I)C(C(=O)NC(CO)C(O)CO)=C1I,Approved
"Acrivastine",[H]\C(CN1CCCC1)=C(\C1=CC=C(C)C=C1)C1=CC=CC(=N1)C(\[H])=C(/[H])C(O)=O,Approved
"Indium In-111 chloride",Cl[111In](Cl)Cl,Approved
"Cetyl alcohol",CCCCCCCCCCCCCCCCO,Approved
"Avobenzone",COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C,Approved;Investigational
"Octinoxate",[H]\C(=C(\[H])C1=CC=C(OC)C=C1)C(=O)OCC(CC)CCCC,Approved;Investigational
"Strontium chloride Sr-89",[Cl-].[Cl-].[89Sr++],Approved;Investigational
"Thiosulfuric acid",OS(O)(=O)=S,Approved;Investigational
"Ferric ammonium citrate",N.[Fe+3].OC(=O)CC(O)(CC(O)=O)C(O)=O,Approved;Experimental
"Fludeoxyglucose (18F)",[H]C(=O)[C@H]([18F])[C@@H](O)[C@H](O)[C@H](O)CO,Approved;Investigational
"Urea C-13",N[13C](O)=N,Approved
"Simethicone",O=[Si]=O.CO[Si](C)(C)O[Si](C)(C)C,Approved
"Urea C-14",N[14C](N)=O,Approved
"Mequinol",COC1=CC=C(O)C=C1,Approved
"Sodium ferric gluconate complex",[O--].[O--].[O--].[Na+].[Fe+3].[Fe+3].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,Approved
"Hydroquinone",OC1=CC=C(O)C=C1,Approved;Investigational
"Ecamsule",CC1(C)C2CCC1(CS(O)(=O)=O)C(=O)C2=CC1=CC=C(C=C2C3CCC(CS(O)(=O)=O)(C2=O)C3(C)C)C=C1,Approved
"Titanium dioxide",O=[Ti]=O,Approved
"Methyl salicylate",COC(=O)C1=CC=CC=C1O,Approved;VetApproved
"Iobenguane sulfate I-123",OS(O)(=O)=O.NC(=N)NCC1=CC([123I])=CC=C1.NC(=N)NCC1=CC([123I])=CC=C1,Approved;Investigational
"Thonzonium",CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(OC)C=C1)C1=NC=CC=N1,Approved
"Dexchlorpheniramine maleate",OC(=O)\C=C/C(O)=O.CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,Approved
"Sodium glycerophosphate",[Na+].[Na+].OCC(O)COP([O-])([O-])=O,Approved
"Choline C-11",C[N+](C)([11CH3])CCO,Approved
"Ixazomib",[H][C@@](CC(C)C)(N=C(O)CN=C(O)C1=C(Cl)C=CC(Cl)=C1)B(O)O,Approved;Investigational
"Levmetamfetamine",CN[C@H](C)CC1=CC=CC=C1,Approved
"Stannous chloride",[Cl-].[Cl-].[Sn++],Approved
"Selenic acid",O[Se](O)(=O)=O,Approved
"Phenyl salicylate",OC1=CC=CC=C1C(=O)OC1=CC=CC=C1,Approved
"Hydrogen fluoride",F,Approved;Investigational
"Cetylpyridinium",CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1,Approved
"Trolamine salicylate",OCCN(CCO)CCO.OC(=O)C1=CC=CC=C1O,Approved
"Silver nitrate",[O-][N+](=O)O[Ag],Approved;Investigational
"Aluminum chloride",Cl[Al](Cl)Cl,Approved;Investigational
"Resorcinol",OC1=CC(O)=CC=C1,Approved
"Docusate",CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(O)(=O)=O,Approved
"Potassium nitrate",[K+].[O-][N+]([O-])=O,Approved
"Hydrogen peroxide",OO,Approved;VetApproved
"Stannous fluoride",F[Sn]F,Approved
"Calcium Citrate",[Ca++].[Ca++].[Ca++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,Approved;Investigational
"Meradimate",CC(C)C1CCC(C)CC1OC(=O)C1=CC=CC=C1N,Approved
"Potassium bicarbonate",[K+].OC([O-])=O,Approved
"Allantoin",NC(=O)NC1NC(=O)NC1=O,Approved
"N-acetyltyrosine",CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,Approved
"Sulfur hexafluoride",FS(F)(F)(F)(F)F,Approved
"Magnesium citrate",[Mg++].[Mg++].[Mg++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,Approved
"Ensulizole",OS(=O)(=O)C1=CC2=C(C=C1)N=C(N2)C1=CC=CC=C1,Approved
"Undecylenic acid",OC(=O)CCCCCCCCC=C,Approved;Investigational
"Sodium iodide",[Na+].[I-],Approved
"Chloroxylenol",CC1=CC(O)=CC(C)=C1Cl,Approved
"Hypochlorite",[O-]Cl,Approved
"Benzethonium",CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1,Approved
"Calcium gluconate",[Ca++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,Approved;VetApproved
"Selenious acid",O[Se](O)=O,Approved;Investigational
"Ammonium molybdate",[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].O.O.O.O.[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Mo+6].[Mo+6].[Mo+6].[Mo+6].[Mo+6].[Mo+6].[Mo+6],Approved
"Carbamide peroxide",OO.NC(O)=N,Approved
"Silicon dioxide",O=[Si]=O,Approved
"Cupric oxide",[O--].[Cu++],Approved
"Selenium",[Se],Approved;Investigational;VetApproved
"Chromium",[Cr],Approved
"Molybdenum",[Mo],Approved
"Chromium Cr-51",[51Cr],Approved
"Manganese gluconate",[Mn++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,Approved
"Selenomethionine",C[Se]CC[C@H](N)C(O)=O,Approved;Investigational
"Oxyquinoline",OC1=CC=CC2=C1N=CC=C2,Approved;VetApproved
"Butamben",CCCCOC(=O)C1=CC=C(N)C=C1,Approved;Withdrawn
"Barium sulfate",[Ba++].[O-]S([O-])(=O)=O,Approved
"Sodium hydroxide",[OH-].[Na+],Approved
"Potassium hydroxide",[OH-].[K+],Approved
"Zinc citrate",[Zn++].[Zn++].[Zn++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,Approved
"Triclocarban",ClC1=CC=C(NC(=O)NC2=CC(Cl)=C(Cl)C=C2)C=C1,Approved
"Pyrantel",[H]\C(=C(\[H])C1=NCCCN1C)C1=CC=CS1,Approved;VetApproved
"Anthralin",OC1=CC=CC2=C1C(=O)C1=C(O)C=CC=C1C2,Approved
"Sodium sulfide",[Na+].[Na+].[S--],Approved
"Phenyltoloxamine",CN(C)CCOC1=CC=CC=C1CC1=CC=CC=C1,Approved
"Bicisate",CCOC(=O)[C@H](CS)NCCN[C@@H](CS)C(=O)OCC,Approved;Investigational
"Calcium threonate",[Ca++].OC[C@H](O)[C@@H](O)C([O-])=O.OC[C@H](O)[C@@H](O)C([O-])=O,Approved
"Ferric sulfate",O.O.O.O.O.[Fe+3].[Fe+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,Approved
"Zinc picolinate",[Zn++].[O-]C(=O)C1=CC=CC=N1.[O-]C(=O)C1=CC=CC=N1,Approved;Investigational
"Zeaxanthin",C\C(\C=C\C=C(/C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,Approved;Investigational
"Tetrofosmin",CCOCCP(CCOCC)CCP(CCOCC)CCOCC,Approved
"Homatropine",[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)C1=CC=CC=C1)N2C,Approved
"Rose bengal",OC(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C1=C2C=C(I)C(=O)C(I)=C2OC2=C(I)C(O)=C(I)C=C12,Approved;Investigational
"Light green SF yellowish",[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C=C1)C(C1=CC=C(C=C1)S([O-])(=O)=O)=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S([O-])(=O)=O,Approved;Experimental
"Oftasceine",OC(=O)CN(CC(O)=O)CC1=CC2=C(OC3=CC(O)=C(CN(CC(O)=O)CC(O)=O)C=C3C22OC(=O)C3=CC=CC=C23)C=C1O,Approved
"Sulisobenzone",COC1=C(C=C(C(=O)C2=CC=CC=C2)C(O)=C1)S(O)(=O)=O,Approved
"Pentoxyverine",CCN(CC)CCOCCOC(=O)C1(CCCC1)C1=CC=CC=C1,Approved;Investigational
"Magnesium glycinate",[Mg++].NCC([O-])=O.NCC([O-])=O,Approved
"Pantethine",CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO,Approved;Investigational
"Cobamamide",[C@H]1(C[Co-3]2345[N+]6=C7C(C)=C8N2[C@]([H])([C@H](CC(=O)N)[C@]8(CCC(=O)NC[C@@H](C)OP([O-])(=O)O[C@@H]2[C@@H](CO)O[C@H](N8C=[N+]3C3=CC(C)=C(C)C=C83)[C@@H]2O)C)[C@@]2(C)[C@@](CC(=O)N)([C@H](CCC(=O)N)C(C(C)=C3[N+]4=C(C=C6C([C@@H]7CCC(=O)N)(C)C)[C@@H](CCC(=O)N)[C@@]3(CC(=O)N)C)=[N+]52)C)O[C@@H](N2C3=C(N=C2)C(=NC=N3)N)[C@H](O)[C@@H]1O,Approved
"Ferrous cysteine glycinate",[Fe++].NCC(O)=O.[H][C@](N)(CS)C(O)=O.[H][C@](N)(C[S-])C([O-])=O,Approved
"Aluminum zirconium octachlorohydrex gly",O.O.[Al+3].[Cl-].[Zr+4].NCC([O-])=O,Approved
"Menthyl salicylate",CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C1=CC=CC=C1O,Approved
"Alcloxa",[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-].NC(=O)NC1NC(=O)[N-]C1=O,Approved
"Bemotrizinol",CCCCC(CC)COC1=CC(O)=C(C=C1)C1=NC(=NC(=N1)C1=CC=C(OC)C=C1)C1=C(O)C=C(OCC(CC)CCCC)C=C1,Approved
"Amiloxate",COC1=CC=C(\C=C\C(=O)OCCC(C)C)C=C1,Approved
"Ferrous bisglycinate",[Fe++].NCC([O-])=O.NCC([O-])=O,Approved
"Arbutin",OC[C@H]1O[C@@H](OC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Approved
"Enzacamene",CC1=CC=C(\C=C2/C3CCC(C)(C2=O)C3(C)C)C=C1,Approved
"Dioxybenzone",COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1O,Approved
"Ethylhexyl methoxycrylene",CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=C(OC)C=C1,Approved;Experimental
"Lycopene",CC(C)=CCC\C(C)=C\C=C\C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C=C(/C)CCC=C(C)C,Approved;Investigational
"Thonzylamine",COC1=CC=C(CN(CCN(C)C)C2=NC=CC=N2)C=C1,Approved
"Aluminum sulfate",[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,Approved
"Cyclomethicone 5",C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,Approved
"Copper gluconate",[Cu++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O,Approved;Investigational
"Zinc gluconate",[Zn++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,Approved;VetApproved
"Hexylresorcinol",CCCCCCC1=C(O)C=C(O)C=C1,Approved
"Chromium picolinate",O=C(O[Cr](OC(=O)C1=CC=CC=N1)OC(=O)C1=CC=CC=N1)C1=CC=CC=N1,Approved
"Levomefolic acid",CN1[C@@H](CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)N=C(N)N2,Approved;Investigational
"Fluoride ion",[F-],Approved
"Diacetyl benzoyl lathyrol",C[C@H]1C[C@@]2(OC(C)=O)[C@H]([C@H]1OC(=O)C1=CC=CC=C1)[C@@H](OC(C)=O)C(=C)CC[C@H]1[C@@H](\C=C(C)\C2=O)C1(C)C,Approved
"Bisoctrizole",CC(C)(C)CC(C)(C)C1=CC(CC2=C(O)C(=CC(=C2)C(C)(C)CC(C)(C)C)N2N=C3C=CC=CC3=N2)=C(O)C(=C1)N1N=C2C=CC=CC2=N1,Approved
"Polydatin",OC[C@H]1O[C@@H](OC2=CC(O)=CC(\C=C\C3=CC=C(O)C=C3)=C2)[C@H](O)[C@@H](O)[C@@H]1O,Approved
"Calcium glycerophosphate",[Ca++].OCC(CO)OP([O-])([O-])=O,Approved
"Protocatechualdehyde",OC1=CC=C(C=O)C=C1O,Approved
"Diethylamino hydroxybenzoyl hexyl benzoate",CCCCCCOC(=O)C1=CC=CC=C1C(=O)C1=CC=C(C=C1O)N(CC)CC,Approved
"Methyl undecenoyl leucinate",COC(=O)[C@H](CC(C)C)NC(=O)CCCCCCCCC=C,Approved
"Dihydroergocornine",[H][C@@]12CCCN1C(=O)[C@H](C(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C,Approved
"Dihydro-alpha-ergocryptine",[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C,Approved
"Epicriptine",[H][C@@]12CCCN1C(=O)[C@]([H])([C@H](C)CC)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C,Approved
"DL-Methylephedrine",C[C@@H]([C@H](O)C1=CC=CC=C1)N(C)C,Approved
"Brilliant green cation",CCN(CC)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](CC)CC,Approved;VetApproved
"Diethyltoluamide",CCN(CC)C(=O)C1=CC(C)=CC=C1,Approved
"DL-dimyristoylphosphatidylcholine",CCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,Approved
"DL-dimyristoylphosphatidylglycerol",CCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CCCCCCCCCCCCC,Approved
"Ethyl ferulate",[H]\C(=C(\[H])C1=CC(OC)=C(O)C=C1)C(=O)OCC,Approved;Experimental
"Vanillyl butyl ether",CCCCOCC1=CC(OC)=C(O)C=C1,Approved
"Methscopolamine",C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,Approved
"Glycol salicylate",OCCOC(=O)C1=CC=CC=C1O,Approved
"Boric acid",OB(O)O,Approved
"Dipyrithione",[O-][N+]1=CC=CC=C1SSC1=CC=CC=[N+]1[O-],Approved
"Tetradecyl hydrogen sulfate (ester)",CCCCC(CC)CCC(CC(C)C)OS(O)(=O)=O,Approved
"1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol))",CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OCC(O)CO)OC(=O)CCCCCCC\C=C/CCCCCCCC,Approved;Experimental
"Sinapultide",[H][C@](N)(CCCCN)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CCCCN)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CCCCN)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CCCCN)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CCCCN)C(O)=O,Approved
"Kinetin",C(NC1=NC=NC2=C1NC=N2)C1=CC=CO1,Approved
"Ubiquinol",COC1=C(OC)C(O)=C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C(C)=C1O,Approved;Investigational
"Aluminum oxide",[O--].[O--].[O--].[Al+3].[Al+3],Approved
"Silanol",O[SiH3],Approved
"Rubidium",[Rb],Approved;Investigational
"Calcium Phosphate",[Ca++].[Ca++].[Ca++].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O,Approved
"Guaiacol",COC1=C(O)C=CC=C1,Approved
"Selexipag",CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)C1=NC(C2=CC=CC=C2)=C(N=C1)C1=CC=CC=C1,Approved
"Alectinib",CCC1=CC2=C(C=C1N1CCC(CC1)N1CCOCC1)C(C)(C)C1=C(C3=C(N1)C=C(C=C3)C#N)C2=O,Approved;Investigational
"Chlorobutanol",CC(C)(O)C(Cl)(Cl)Cl,Approved;Investigational;VetApproved
"Chloroform",ClC(Cl)Cl,Approved;VetApproved
"Moxidectin",[H][C@@]12OC\C3=C/C=C/[C@H](C)C\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(C\C(=N/OC)[C@H](C)[C@H](O5)C(\C)=C\C(C)C)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O,Approved;Investigational;VetApproved
"2-mercaptobenzothiazole",S=C1NC2=C(S1)C=CC=C2,Approved;Experimental;VetApproved
"Lesinurad",OC(=O)CSC1=NN=C(Br)N1C1=CC=C(C2CC2)C2=C1C=CC=C2,Approved;Investigational
"Padimate O",CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)C,Approved
"Aluminum chlorohydrate",O.[OH-].[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-],Approved
"Elbasvir",COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C1=NC(=CN1)C1=CC2=C(C=C1)N1[C@@H](OC3=C(C=CC(=C3)C3=CNC(=N3)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)C1=C2)C1=CC=CC=C1,Approved
"Grazoprevir",[H][C@@]12C[C@@]1([H])OC(O)=N[C@]([H])(C(=O)N1C[C@@]([H])(C[C@@]1([H])C(O)=N[C@@]1(C[C@@]1([H])C=C)C(O)=NS(=O)(=O)C1CC1)OC1=C(CCCCC2)N=C2C=CC(OC)=CC2=N1)C(C)(C)C,Approved
